province_name_th,RAW_X1_sum,RAW_X2_uc,RAW_X3_sum,RAW_X4_ipd,RAW_X1_per_capita,RAW_X2_per_capita,RAW_X3_per_capita,RAW_X4_per_capita,Z_X1,Z_X2,Z_X3,Z_X4,R_general,Total_Gap,Penalty,R_final,disease_dm_burden_raw,disease_dm_supply_raw_sum,disease_dm_supply_raw_mean,disease_dm_burden_norm,disease_dm_supply_norm_mean,disease_dm_gap,disease_heart_burden_raw,disease_heart_supply_raw_sum,disease_heart_supply_raw_mean,disease_heart_burden_norm,disease_heart_supply_norm_mean,disease_heart_gap,disease_ht_burden_raw,disease_ht_supply_raw_sum,disease_ht_supply_raw_mean,disease_ht_burden_norm,disease_ht_supply_norm_mean,disease_ht_gap
ลำปาง,3958,427,1907,1373.852054794521,0.021827366377693953,0.002354796726446518,0.010516621445745925,0.0075764457172177065,-0.21863680361713,0.1742418473492707,-0.81659365557083,0.5330094803689417,-0.14519995031934263,0.8122292917053219,0.0406114645852661,-0.18581141490460873,36891,2082,160.15384615384616,0.3192011143591454,0.047083891903810605,0.27211722245533476,5120,1813,164.8181818181818,0.2672798809017439,0.04250941182010853,0.2247704690816354,89222,1852,185.2,0.35925432122279893,0.0439127210544472,0.3153416001683517
ลำพูน,2058,323,1298,706.7616438356164,0.021062973993674967,0.0033058020407954396,0.013284616250626874,0.007233480137918638,-0.33160805870107907,1.8285630312366528,-0.03249784602224994,0.6878211403183062,0.4782082307179447,0.32267696360056425,0.016133848180028214,0.4620743825379165,20643,1414,108.76923076923077,0.15981636616899805,0.04376142172728133,0.11605494444171673,1627,1203,109.36363636363636,0.0815610378562314,0.02232218780344794,0.059238850052783454,54225,1244,124.4,0.1926098757202038,0.04522670661413972,0.14738316910606408
เลย,2603,344,1587,1136.158904109589,0.021069075486053777,0.002784388001230311,0.01284541790102472,0.00919624191887709,-0.33070630553564967,0.9215372993989388,-0.15691050202740203,-0.19815234429888368,0.092981332770053,0.36913449771836027,0.018456724885918013,0.07452460788413498,28936,1688,129.84615384615384,0.24116654568283927,0.031515870731397604,0.20965067495144166,93,1548,140.72727272727272,0.0,0.023774816669940024,0.0,54342,1576,157.6,0.19316699204799773,0.03368316928107914,0.15948382276691858
ศรีสะเกษ,4843,650,2953,2006.832876712329,0.02279723966521997,0.003059716246622544,0.01390052627119442,0.009446675626358415,-0.0752970675667399,1.4004845166253188,0.1419723030309245,-0.3111959273945788,0.38730139582762674,0.6108527125227541,0.030542635626137706,0.35675876020148906,41555,3129,240.69230769230768,0.3649526201173216,0.05985982922851762,0.305092790888804,944,2803,254.8181818181818,0.04524670353041259,0.04324015165345803,0.00200655187695456,90154,2840,284.0,0.3636922051330889,0.059938835376093416,0.3037533697569955
สกลนคร,4359,543,2671,1961.465753424658,0.020750917581868297,0.002584938804073064,0.01271523304913288,0.009337511857988595,-0.3777275717101432,0.5745854716981044,-0.19378824350838172,-0.2619203580438628,-0.04366507168068863,0.8137633640443723,0.04068816820221862,-0.08435323988290724,44481,2800,215.3846153846154,0.39365521571089446,0.04459258130017519,0.3490626344107193,5115,2541,231.0,0.26701403658017864,0.04014018025901911,0.22687385632115953,73059,2564,256.4,0.2822913194609781,0.04446444614848456,0.23782687331249353
สงขลา,8602,628,4499,3196.142465753425,0.029635397108119934,0.002163570028353792,0.0154998432445282,0.011011270772695694,0.93532947050048,-0.15840653306089955,0.5950142432541004,-1.017440478956348,0.3438686290371074,0.7128641582838853,0.035643207914194265,0.3082254211229131,46374,4957,381.3076923076923,0.41222459830099467,0.10845386110729137,0.3037707371937033,2810,4344,394.90909090909093,0.14445980433857933,0.09846484496889306,0.04599495936968627,111448,4434,443.4,0.46508737679158135,0.10198891507108568,0.36309846172049565
สตูล,1428,119,688,420.1068493150685,0.027183948525632485,0.002265329043802707,0.013097028421313129,0.007997313002133377,0.573024417588681,0.018608350419445772,-0.08563625171139949,0.3430336725070064,0.25196838906972685,0.056681471296377364,0.002834073564818868,0.24913431550490797,8190,744,57.23076923076923,0.03765866865472524,0.008794960835426757,0.028863707819298482,246,683,62.09090909090909,0.008134836239897915,0.00638693808510416,0.0017478981547937554,21253,696,69.6,0.03560782819865721,0.009537962876372083,0.026069865322285127
สมุทรปราการ,5635,437,4189,2390.142465753425,0.014581144652200239,0.0011307826464971615,0.010839470265850365,0.006184740555903681,-1.2895720720214672,-1.9549917029626356,-0.7251395796761745,1.1612130062838455,-1.131232955004228,0.49867668252238473,0.02493383412611924,-1.156166789130347,37687,4381,337.0,0.3270094759765357,0.0658284366912023,0.26118103928533337,1559,4012,364.72727272727275,0.07794555508294343,0.059756420551486646,0.018189134531456784,73396,4062,406.2,0.2838960049521451,0.0645894962465505,0.21930650870559462
สมุทรสงคราม,876,93,492,276.6986301369863,0.023419955085017645,0.0024863650946422844,0.01315367340391402,0.007397567910838047,0.016735433025160628,0.40311158693086624,-0.06959030631764677,0.6137533561547625,0.17508492364127098,0.13130552792196906,0.006565276396098454,0.16851964724517254,9211,530,40.76923076923077,0.04767416766396578,0.0035458513814668655,0.044128316282498914,1012,460,41.81818181818182,0.04886218630370055,0.0012656723935130022,0.04759651391018755,22617,471,47.1,0.04210275701157088,0.0025220592822882667,0.03958069772928261
สมุทรสาคร,4087,186,2754,2117.369863013699,0.02921560357707072,0.0013296066222987899,0.019686756117262727,0.015135854794187612,0.8732872483770654,-1.6091274789981975,1.7810500091692563,-2.8792415969367124,-0.06513750220845305,0.42179728377328235,0.02108986418866412,-0.08622736639711717,25749,2937,225.92307692307693,0.20990367071472013,0.05013280060792058,0.15977087010679955,3503,2626,238.72727272727272,0.1813058273075287,0.038818955847550525,0.14248687145997818,47735,2675,267.5,0.1617065854006952,0.04216704319419061,0.1195395422065046
สระแก้ว,2139,202,1388,986.7424657534248,0.020300280920203476,0.0019170905777845266,0.01317287981170754,0.00936472615740476,-0.44432816888962956,-0.587169832610721,-0.06414966609649285,-0.27420465454844484,-0.3941326160132112,0.24364096971234406,0.012182048485617204,-0.4063146644988284,18236,1455,111.92307692307692,0.13620490082595985,0.01799814107002414,0.1182067597559357,726,1341,121.9090909090909,0.033655891110165884,0.01583365614919976,0.017822234960966122,39644,1346,134.6,0.12317984857863912,0.015567873583196876,0.10761197499544224
สระบุรี,3467,281,2146,1411.676712328767,0.02125455191946934,0.001722679287387045,0.013156120109368678,0.008654328230659812,-0.303294329815428,-0.9253579701939716,-0.0688972228296236,0.04646275029357544,-0.40805829252092984,0.6391511526832575,0.03195755763416288,-0.4400158501550927,28829,2294,176.46153846153845,0.24011692923427047,0.04261937942620726,0.19749754980806322,5511,2061,187.36363636363637,0.28806890684814973,0.0326413604890137,0.255427546359136,61375,2097,209.7,0.2266558735298319,0.040429817013773614,0.18622605651605828
สิงห์บุรี,1223,111,740,415.5726027397261,0.03097221870489022,0.0028110517385468636,0.018740344923645756,0.01052428907589146,1.132901315495101,0.9679202005445338,1.5129580858331309,-0.7976212043769582,0.966366083090331,0.21271992793319974,0.010635996396659988,0.955730086693671,13016,797,61.30769230769231,0.08499931333503365,0.01193185310425533,0.07306746023077831,1733,696,63.27272727272727,0.08719693747341557,0.007768028911482736,0.07942890856193284,28816,712,71.2,0.07162039902861768,0.01139683988812911,0.06022355914048857
สุโขทัย,2214,305,1278,809.6739726027397,0.01380721043211455,0.0019020773178838922,0.00797001577788726,0.005049385239897099,-1.4039535363366924,-0.613286147123464,-1.537976090689426,1.6737024562821055,-0.8857922311813909,0.4780547522257621,0.023902737611288107,-0.9096949687926791,24995,1387,106.6923076923077,0.2025073080771419,0.025949408582214038,0.17655789949492787,1688,1198,108.9090909090909,0.08480433857932794,0.013099208968237236,0.0717051296110907,66925,1232,123.2,0.25308318651492784,0.023291463395184325,0.22979172311974352
สุพรรณบุรี,3626,283,2278,1331.331506849315,0.01893858279231802,0.001478107813079426,0.01189798444591849,0.006953538876582254,-0.6455765718942087,-1.3508022498599166,-0.4252920035623655,0.8141841748956425,-0.6671112869385674,0.7868639366981922,0.03934319683490961,-0.706454483773477,40561,2452,188.6153846153846,0.3552019775951031,0.04040143379296621,0.31480054380213685,3603,2159,196.27272727272728,0.18662271373883454,0.031940960922030644,0.1546817528168039,87791,2191,219.1,0.35244035998285794,0.0350587199036065,0.31738164007925146
สุราษฎร์ธานี,6158,453,3483,2312.794520547945,0.03270243860990738,0.0024056844251848074,0.01849668620953352,0.012282237873587098,1.3886143737719416,0.26276353776660116,1.443936360662799,-1.5911439014168658,0.7639476928296303,0.5038684827136254,0.02519342413568127,0.738754268693949,34461,3718,286.0,0.2953640305271625,0.07141779433309989,0.2239462361940626,1886,3426,311.45454545454544,0.09533177371331349,0.06001262792813589,0.0353191457851776,80945,3492,349.2,0.31984191228989095,0.0752388115555058,0.24460310073438515
สุรินทร์,4593,468,3081,2178.309589041096,0.019266101225681422,0.0019631037173130647,0.012923766138977676,0.009137281307062543,-0.597171892237859,-0.5071276810993592,-0.1347166290634423,-0.17153804030576877,-0.43510419106821674,0.7480527572918247,0.03740263786459124,-0.472506828932808,42446,3266,251.23076923076923,0.37369288418904867,0.06574961950763392,0.30794326468141475,3767,2950,268.1818181818182,0.1953424074861761,0.04923151689816367,0.1461108905880124,90099,2997,299.7,0.3634303128422456,0.06943171081984796,0.29399860202239764
หนองคาย,2000,199,1359,898.0767123287671,0.019037103314359687,0.0018941917797787888,0.012935711702107408,0.008548389578411612,-0.6310160042338476,-0.6270034340163925,-0.1313327838422721,0.09428253046177969,-0.4573457356207332,0.22802057383789975,0.011401028691894988,-0.4687467643126282,20971,1438,110.61538461538461,0.16303388201133978,0.020174401403757123,0.14285948060758266,309,1299,118.0909090909091,0.011484474691620587,0.015098082915650795,0.0,35318,1315,131.5,0.10258082948431027,0.017419736253993165,0.0851610932303171
หนองบัวลำภู,1388,191,804,526.6109589041096,0.01276439212801177,0.001756483354791245,0.007393783336398749,0.004842844941181806,-1.5580739790595755,-0.8665541086754782,-1.7012066870403904,1.766932938932581,-1.0467438677412937,0.2535639763769173,0.012678198818845866,-1.0594220665601395,20517,875,67.3076923076923,0.1585803692295619,0.014791745128449137,0.14378862410111276,987,780,70.9090909090909,0.0475329646958741,0.007521508315763232,0.04001145638011087,31614,800,80.0,0.08494357411551831,0.015179678219824615,0.06976389589569369
อ่างทอง,1302,132,818,467.6794520547945,0.024707757704569608,0.0025049339608319418,0.015522999848185821,0.008875046532085823,0.20706265406085458,0.43541305594983926,0.6015738639077591,-0.053167558656958144,0.32844699532514965,0.3937674540667889,0.01968837270333945,0.3087586226218102,16279,877,67.46153846153847,0.1170077102666222,0.009469966399042358,0.10753774386757983,4004,774,70.36363636363636,0.2079434283283709,0.005256843385284551,0.20268658494308633,33104,790,79.0,0.09203847435836389,0.008495349102241126,0.08354312525612276
อำนาจเจริญ,1365,198,802,569.7808219178082,0.020931730356376126,0.0030362509967490647,0.01229834999693308,0.008737361557961851,-0.3510048485401893,1.3596655439390473,-0.3118795974824886,0.00898223327778956,0.20602002759691962,0.18121807785858904,0.009060903892929453,0.19695912370399016,14530,849,65.3076923076923,0.09985089560730612,0.011094699161702557,0.08875619644560356,1084,734,66.72727272727273,0.05269034453424075,0.007056288739038388,0.04563405579520236,25651,746,74.6,0.05654968811008999,0.009721862492306879,0.04682782561778311
อุดรธานี,6281,651,3727,2557.06301369863,0.021736798208730018,0.002252930366801981,0.012898112868004581,0.008849285581240911,-0.23202207528181584,-0.0029597667140752702,-0.1419834860083141,-0.041539290973870824,-0.1262473864259988,1.3142769778193921,0.06571384889096961,-0.1919612353169684,63623,3948,303.6923076923077,0.5814286555099959,0.07332604178579329,0.5081026137242026,10062,3601,327.3636363636364,0.5300404083368779,0.06432724288796192,0.465713165448916,101936,3656,365.6,0.4197942955097376,0.07933309686346418,0.34046119864627344
อุตรดิตถ์,2380,351,1130,802.1287671232876,0.02264811678054165,0.003340121424357193,0.01075309746303028,0.007633069744050469,-0.09733627124806567,1.8882633109170404,-0.7496065882958336,0.5074498903806028,0.42836815615477936,0.382982534273256,0.0191491267136628,0.40921902944111654,21194,1216,93.53846153846153,0.16522140040415137,0.016731770773466662,0.1484896296306847,1528,1105,100.45454545454545,0.07629732028923862,0.017964557677985837,0.05833276261125278,53577,1107,110.7,0.18952430836626827,0.013364166334949778,0.1761601420313185
อุทัยธานี,1485,156,905,608.2219178082191,0.02088372616301963,0.0021938459807616583,0.012727119311469876,0.00855349493458147,-0.35809949532913626,-0.10574000357363854,-0.19042119654962303,0.09197801738235148,-0.20384823677543554,0.17397298184155935,0.008698649092077968,-0.2125468858675135,13377,975,75.0,0.08854054266151341,0.021109933186187455,0.06743060947532596,921,875,79.54545454545455,0.04402381965121225,0.010525996825171894,0.03349782282604036,33842,893,89.3,0.09555259273367935,0.022508043193486312,0.07304454954019303
อุบลราชธานี,8591,870,5081,3863.153424657534,0.021422390899411264,0.002169419169187266,0.01266990666510402,0.009633102405705158,-0.27848903267686076,-0.14823166080481642,-0.2066279452723981,-0.3953473434890674,-0.2367254347155756,1.0808913053374232,0.05404456526687116,-0.2907699999824468,67678,5393,414.84615384615387,0.6212061760608973,0.10333678008915394,0.5178693959717434,4566,4781,434.6363636363636,0.23782433007230966,0.08587744118399053,0.15194688888831914,121663,4865,486.5,0.5137279177182039,0.1026528972408434,0.41107502047736055
